,city,area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa,rent amount,property tax,fire insurance,total
529,1,240,4,4,4,8.0,acept,furnished,3033.0,2890.0,1398.0,37.0,7358.0
531,1,69,2,1,1,3.0,acept,not furnished,470.0,1550.0,70.0,20.0,2110.0
532,1,224,3,4,2,9.0,acept,not furnished,3300.0,6000.0,679.0,77.0,10060.0
533,1,109,3,2,2,20.0,acept,furnished,1200.0,4500.0,417.0,58.0,6175.0
534,1,50,2,1,2,9.0,not acept,not furnished,640.0,2300.0,93.0,30.0,3063.0
535,0,59,2,1,1,5.0,acept,not furnished,430.0,1290.0,47.0,17.0,1784.0
536,1,162,2,3,3,3.0,not acept,furnished,2200.0,15000.0,959.0,191.0,18350.0
537,0,93,3,2,1,7.0,acept,not furnished,677.0,1100.0,63.0,14.0,1854.0
539,1,216,3,4,2,10.0,acept,not furnished,3400.0,5500.0,870.0,70.0,9840.0
540,1,90,2,1,0,9.0,not acept,not furnished,1200.0,3850.0,130.0,49.0,5229.0
541,1,200,3,3,2,7.0,acept,not furnished,4200.0,7225.0,642.0,92.0,12160.0
542,0,55,1,1,0,4.0,acept,not furnished,490.0,750.0,37.0,10.0,1287.0
543,1,40,1,1,1,3.0,not acept,not furnished,552.0,2300.0,109.0,30.0,2991.0
544,1,87,3,3,2,12.0,not acept,furnished,930.0,3500.0,253.0,45.0,4728.0
548,1,78,1,1,2,8.0,not acept,furnished,1980.0,6000.0,317.0,77.0,8374.0
551,1,95,1,2,2,15.0,acept,not furnished,1859.0,8000.0,566.0,102.0,10530.0
552,1,135,3,2,2,9.0,acept,not furnished,1836.0,4200.0,543.0,54.0,6633.0
554,1,68,2,2,1,18.0,not acept,furnished,500.0,2565.0,59.0,33.0,3157.0
555,1,360,4,5,4,12.0,acept,not furnished,4350.0,6593.0,1830.0,84.0,12860.0
557,1,266,3,5,1,15.0,acept,furnished,2075.0,4320.0,391.0,55.0,6841.0
558,1,172,3,4,3,5.0,acept,furnished,1650.0,7800.0,890.0,99.0,10440.0
562,1,180,3,3,2,1.0,acept,not furnished,3515.0,4400.0,775.0,56.0,8746.0
564,1,125,3,4,0,2.0,not acept,not furnished,1551.0,2500.0,495.0,32.0,4578.0
567,1,51,1,1,0,9.0,acept,not furnished,367.0,1700.0,84.0,22.0,2173.0
569,0,51,1,1,0,3.0,acept,not furnished,486.0,820.0,15.0,11.0,1332.0
573,1,120,3,2,1,17.0,acept,not furnished,1250.0,2000.0,230.0,26.0,3506.0
574,1,87,3,2,0,6.0,acept,not furnished,1284.0,2000.0,231.0,26.0,3541.0
575,1,116,2,2,2,8.0,not acept,furnished,1215.0,8000.0,250.0,102.0,9567.0
576,1,200,4,2,1,5.0,acept,not furnished,2115.0,5000.0,328.0,64.0,7507.0
578,0,62,2,2,2,5.0,acept,not furnished,800.0,3000.0,14.0,39.0,3853.0
579,1,63,2,2,1,19.0,acept,furnished,1000.0,11000.0,133.0,140.0,12270.0
580,1,96,3,1,1,5.0,acept,furnished,1172.0,3550.0,140.0,45.0,4907.0
581,1,61,2,2,1,1.0,acept,not furnished,885.0,2000.0,130.0,26.0,3041.0
582,1,266,4,5,4,7.0,acept,not furnished,2900.0,10900.0,1167.0,139.0,15110.0
583,0,48,1,1,0,4.0,not acept,furnished,490.0,1500.0,42.0,20.0,2052.0
585,1,150,2,2,3,2.0,not acept,furnished,4085.0,8000.0,570.0,102.0,12760.0
587,1,108,3,4,0,4.0,acept,not furnished,780.0,3500.0,324.0,45.0,4649.0
588,1,100,4,5,4,1.0,acept,not furnished,3800.0,3250.0,1417.0,42.0,8509.0
589,1,81,1,1,1,8.0,acept,not furnished,600.0,1150.0,67.0,16.0,1833.0
591,1,60,2,2,1,13.0,acept,not furnished,694.0,1700.0,128.0,22.0,2544.0
592,1,70,2,1,1,19.0,acept,not furnished,520.0,1700.0,155.0,22.0,2397.0
593,1,130,2,2,0,6.0,acept,not furnished,1343.0,3974.0,71.0,51.0,5439.0
594,1,83,3,2,2,25.0,acept,furnished,589.0,2600.0,159.0,33.0,3381.0
596,0,87,3,2,1,4.0,acept,not furnished,670.0,640.0,200.0,9.0,1519.0
597,1,240,2,3,1,3.0,acept,furnished,2300.0,6500.0,30.0,83.0,8913.0
599,1,160,3,2,1,5.0,acept,not furnished,1715.0,7700.0,470.0,98.0,9983.0
600,1,178,3,4,4,18.0,acept,not furnished,2650.0,10000.0,125.0,127.0,12900.0
601,1,116,3,2,3,11.0,acept,furnished,1200.0,8000.0,604.0,102.0,9906.0
603,1,72,2,1,1,3.0,acept,not furnished,862.0,1300.0,100.0,17.0,2279.0
604,1,160,3,2,2,13.0,acept,not furnished,1200.0,3900.0,221.0,50.0,5371.0
605,1,230,3,4,3,7.0,not acept,not furnished,3200.0,8000.0,1167.0,102.0,12470.0
606,1,60,2,2,1,5.0,acept,furnished,631.0,2640.0,26.0,34.0,3331.0
607,1,50,1,1,0,11.0,acept,furnished,390.0,3698.0,7.0,47.0,4142.0
609,0,94,3,1,1,6.0,acept,not furnished,565.0,2000.0,60.0,26.0,2651.0
611,1,60,2,2,1,10.0,acept,not furnished,750.0,3400.0,100.0,44.0,4294.0
612,1,98,3,2,2,3.0,acept,not furnished,1400.0,2000.0,383.0,26.0,3809.0
613,0,75,2,1,1,2.0,acept,not furnished,670.0,1200.0,121.0,16.0,2007.0
614,1,190,3,3,2,11.0,acept,furnished,1900.0,13500.0,620.0,172.0,16190.0
615,1,20,1,1,0,3.0,not acept,furnished,150.0,3142.0,67.0,40.0,3399.0
618,1,49,1,1,0,1.0,acept,furnished,768.0,2600.0,66.0,33.0,3467.0
619,0,105,3,2,2,6.0,acept,not furnished,1200.0,1620.0,165.0,21.0,3006.0
620,1,140,3,4,2,3.0,not acept,furnished,1400.0,2450.0,475.0,32.0,4357.0
621,1,127,2,2,2,5.0,acept,not furnished,1550.0,5500.0,361.0,70.0,7481.0
623,1,100,3,2,2,1.0,acept,not furnished,600.0,1800.0,100.0,23.0,2523.0
627,1,160,3,2,2,1.0,acept,not furnished,1515.0,2900.0,400.0,37.0,4852.0
629,0,62,1,1,1,5.0,not acept,not furnished,700.0,1250.0,38.0,16.0,2004.0
630,0,50,1,1,1,16.0,acept,not furnished,432.0,991.0,36.0,13.0,1472.0
631,0,74,3,1,1,4.0,acept,not furnished,474.0,900.0,40.0,12.0,1426.0
633,0,326,3,3,4,0.0,acept,not furnished,870.0,4200.0,523.0,64.0,5657.0
634,1,240,4,4,4,22.0,acept,not furnished,1980.0,6672.0,417.0,85.0,9154.0
636,1,42,1,1,1,4.0,not acept,not furnished,1200.0,2350.0,151.0,30.0,3731.0
638,1,84,1,2,0,1.0,acept,furnished,850.0,6000.0,250.0,77.0,7177.0
639,1,70,2,1,1,7.0,acept,not furnished,500.0,1300.0,48.0,17.0,1865.0
640,1,110,3,2,2,11.0,acept,not furnished,1179.0,3500.0,205.0,45.0,4929.0
641,1,110,3,2,3,11.0,acept,not furnished,1150.0,2700.0,334.0,35.0,4219.0
642,1,90,2,2,1,6.0,acept,furnished,900.0,6500.0,89.0,83.0,7572.0
644,1,61,2,2,1,13.0,acept,not furnished,764.0,4000.0,134.0,51.0,4949.0
646,1,320,3,3,2,10.0,acept,not furnished,2200.0,8330.0,584.0,106.0,11220.0
647,1,50,1,1,1,2.0,acept,not furnished,650.0,2350.0,24.0,30.0,3054.0
649,1,44,1,1,0,13.0,not acept,furnished,450.0,1900.0,104.0,25.0,2479.0
652,1,130,2,1,1,9.0,acept,not furnished,1159.0,3850.0,160.0,49.0,5218.0
653,1,96,3,3,1,11.0,acept,not furnished,900.0,2450.0,125.0,32.0,3507.0
654,1,57,2,2,2,12.0,acept,not furnished,1250.0,2800.0,209.0,36.0,4295.0
656,1,30,1,1,1,6.0,acept,not furnished,1900.0,2001.0,125.0,26.0,4052.0
657,1,20,1,1,0,2.0,acept,furnished,602.0,1800.0,130.0,23.0,2555.0
659,1,250,4,5,2,17.0,acept,furnished,2000.0,12750.0,873.0,162.0,15790.0
660,1,240,4,5,5,5.0,acept,not furnished,2300.0,7000.0,100.0,89.0,9489.0
661,1,22,1,1,0,25.0,acept,not furnished,385.0,2100.0,40.0,27.0,2552.0
662,1,240,3,4,3,2.0,acept,not furnished,2400.0,4150.0,1417.0,53.0,8020.0
663,1,206,4,4,3,10.0,acept,not furnished,1890.0,12000.0,917.0,153.0,14960.0
664,1,96,3,3,1,11.0,acept,not furnished,900.0,2450.0,125.0,32.0,3507.0
667,0,60,2,1,1,3.0,acept,not furnished,345.0,880.0,16.0,12.0,1253.0
669,1,73,2,2,2,1.0,acept,not furnished,778.0,1200.0,84.0,16.0,2078.0
674,1,76,3,1,1,2.0,acept,not furnished,240.0,2250.0,170.0,29.0,2689.0
675,1,57,2,2,1,2.0,not acept,furnished,584.0,2300.0,50.0,30.0,2964.0
677,1,65,3,3,2,9.0,acept,not furnished,727.0,2000.0,24.0,26.0,2777.0
678,1,64,2,1,0,6.0,acept,not furnished,938.0,2050.0,75.0,26.0,3089.0
679,1,31,1,1,0,14.0,acept,furnished,390.0,3300.0,120.0,42.0,3852.0
680,1,35,1,1,1,1.0,not acept,furnished,444.0,3507.0,124.0,45.0,4120.0
683,1,58,2,2,1,4.0,not acept,not furnished,521.0,3120.0,165.0,12.0,3818.0
685,1,53,1,2,1,3.0,acept,furnished,960.0,3300.0,109.0,42.0,4411.0
689,1,180,3,4,3,12.0,acept,furnished,1600.0,3400.0,250.0,44.0,5294.0
691,1,32,1,1,1,18.0,not acept,furnished,1600.0,3500.0,234.0,45.0,5379.0
693,1,180,3,2,2,6.0,acept,not furnished,2192.0,4000.0,413.0,51.0,6656.0
695,1,109,3,2,2,7.0,acept,not furnished,1746.0,2500.0,134.0,32.0,4412.0
696,1,210,4,4,4,5.0,acept,not furnished,3000.0,13100.0,1325.0,166.0,17590.0
697,1,109,3,2,1,3.0,acept,not furnished,1296.0,3500.0,125.0,45.0,4966.0
698,1,116,4,3,2,8.0,acept,not furnished,1040.0,2400.0,330.0,31.0,3801.0
699,1,111,3,2,0,7.0,acept,not furnished,1370.0,2500.0,264.0,32.0,4166.0
701,1,178,4,3,2,5.0,acept,not furnished,1700.0,6700.0,660.0,85.0,9145.0
702,1,39,1,1,1,5.0,acept,furnished,550.0,1700.0,95.0,22.0,2367.0
703,1,59,1,1,0,12.0,not acept,not furnished,400.0,901.0,42.0,12.0,1355.0
706,1,244,3,2,3,14.0,acept,furnished,2494.0,7000.0,1438.0,89.0,11020.0
709,1,35,1,1,0,7.0,not acept,not furnished,399.0,1140.0,25.0,15.0,1579.0
712,1,166,3,2,1,7.0,acept,not furnished,1865.0,4000.0,426.0,51.0,6342.0
716,1,200,3,3,2,5.0,acept,not furnished,2450.0,7000.0,437.0,89.0,9976.0
721,1,50,2,1,1,4.0,acept,not furnished,520.0,1200.0,30.0,16.0,1766.0
722,1,127,4,3,2,11.0,not acept,not furnished,1154.0,5500.0,407.0,70.0,7131.0
725,0,70,2,2,2,15.0,acept,furnished,600.0,2890.0,84.0,37.0,3611.0
728,1,46,1,1,1,3.0,acept,furnished,700.0,3000.0,133.0,39.0,3872.0
730,1,62,2,2,1,2.0,acept,not furnished,500.0,1900.0,92.0,25.0,2517.0
734,1,58,2,2,1,3.0,acept,not furnished,400.0,2300.0,250.0,30.0,2980.0
735,0,123,3,2,2,13.0,acept,not furnished,834.0,2000.0,148.0,26.0,3008.0
736,0,80,2,1,1,1.0,acept,not furnished,275.0,1250.0,75.0,16.0,1616.0
737,1,170,3,2,1,14.0,acept,furnished,1670.0,10500.0,84.0,134.0,12390.0
739,1,90,2,2,1,7.0,acept,furnished,760.0,5500.0,142.0,70.0,6472.0
740,1,190,3,2,1,6.0,not acept,not furnished,2238.0,5620.0,725.0,72.0,8655.0
741,1,40,1,1,1,13.0,not acept,not furnished,400.0,1914.0,24.0,25.0,2363.0
743,1,57,1,1,1,16.0,acept,furnished,740.0,3100.0,115.0,40.0,3995.0
745,1,120,2,3,2,2.0,acept,furnished,2100.0,5391.0,569.0,22.0,8082.0
746,1,135,3,3,2,7.0,acept,furnished,1323.0,7500.0,468.0,96.0,9387.0
750,1,65,2,2,1,3.0,acept,not furnished,650.0,2800.0,209.0,36.0,3695.0
752,1,51,1,1,0,13.0,acept,furnished,340.0,2500.0,79.0,32.0,2951.0
754,1,80,2,1,1,0.0,acept,not furnished,484.0,1800.0,135.0,23.0,2442.0
756,1,33,1,1,1,5.0,acept,not furnished,842.0,2000.0,95.0,26.0,2963.0
758,1,210,4,4,3,3.0,acept,not furnished,2270.0,4675.0,1110.0,60.0,8115.0
761,1,40,1,1,1,16.0,acept,furnished,620.0,3500.0,92.0,45.0,4257.0
764,1,68,1,2,1,5.0,acept,not furnished,942.0,6000.0,229.0,77.0,7248.0
766,1,189,3,3,1,12.0,acept,not furnished,2143.0,5800.0,371.0,74.0,8388.0
767,1,160,4,4,3,9.0,acept,furnished,2184.0,6500.0,858.0,83.0,9625.0
770,1,220,5,5,4,22.0,acept,not furnished,1900.0,8880.0,875.0,113.0,11770.0
781,1,205,4,3,3,10.0,acept,not furnished,3800.0,10000.0,1167.0,127.0,15090.0
783,1,260,4,2,2,3.0,acept,not furnished,1715.0,6000.0,594.0,77.0,8386.0
784,1,147,3,4,3,7.0,acept,not furnished,1308.0,4500.0,630.0,58.0,6496.0
785,1,90,2,1,1,2.0,acept,not furnished,1000.0,3000.0,50.0,39.0,4089.0
787,1,20,1,1,0,6.0,acept,furnished,602.0,1800.0,130.0,23.0,2555.0
789,1,147,3,3,2,7.0,acept,not furnished,1520.0,2200.0,513.0,28.0,4261.0
791,1,109,4,2,2,13.0,acept,not furnished,1156.0,6500.0,319.0,83.0,8058.0
793,1,272,4,5,3,3.0,not acept,not furnished,3500.0,6200.0,92.0,79.0,9871.0
794,1,96,3,2,2,10.0,acept,not furnished,1616.0,1770.0,162.0,23.0,3571.0
795,0,92,3,2,2,8.0,acept,not furnished,700.0,2000.0,145.0,26.0,2871.0
796,1,36,1,1,1,16.0,acept,furnished,763.0,5000.0,183.0,64.0,6010.0
797,1,212,4,4,3,7.0,not acept,not furnished,2300.0,9200.0,1046.0,117.0,12660.0
800,1,360,4,5,2,8.0,acept,not furnished,2600.0,15000.0,1167.0,191.0,18960.0
801,1,278,4,4,3,10.0,acept,not furnished,4034.0,5500.0,965.0,70.0,10570.0
802,1,68,2,2,2,18.0,acept,not furnished,700.0,2300.0,150.0,30.0,3180.0
803,1,20,1,1,0,0.0,acept,furnished,602.0,1800.0,130.0,23.0,2555.0
805,0,80,2,2,2,11.0,acept,not furnished,832.0,2200.0,171.0,28.0,3231.0
806,1,330,3,4,2,11.0,acept,not furnished,3600.0,8400.0,525.0,107.0,12630.0
807,1,250,4,4,2,17.0,acept,furnished,2600.0,6000.0,500.0,77.0,9177.0
809,1,164,3,3,1,3.0,acept,furnished,1795.0,9000.0,210.0,115.0,11120.0
815,1,127,4,3,2,4.0,acept,not furnished,1040.0,4930.0,472.0,63.0,6505.0
816,1,180,3,3,2,7.0,acept,not furnished,3000.0,7000.0,292.0,89.0,10380.0
817,1,230,3,3,1,3.0,acept,not furnished,1580.0,5800.0,589.0,74.0,8043.0
819,1,60,2,2,2,15.0,acept,not furnished,692.0,1900.0,90.0,25.0,2707.0
821,1,90,3,2,1,7.0,acept,not furnished,924.0,2400.0,117.0,31.0,3472.0
822,1,30,1,1,0,0.0,not acept,furnished,296.0,1826.0,30.0,24.0,2176.0
823,0,76,3,2,1,4.0,acept,not furnished,547.0,950.0,97.0,13.0,1607.0
824,1,110,2,4,2,2.0,acept,furnished,2100.0,7500.0,500.0,96.0,10200.0
827,1,60,2,2,2,11.0,acept,furnished,760.0,3800.0,132.0,49.0,4741.0
828,1,150,3,3,2,12.0,acept,not furnished,1650.0,4000.0,142.0,51.0,5843.0
829,1,65,2,2,2,2.0,not acept,furnished,2500.0,4000.0,398.0,51.0,6949.0
833,1,82,1,2,1,1.0,not acept,furnished,1000.0,11000.0,25.0,140.0,12170.0
834,0,70,1,1,1,2.0,acept,furnished,290.0,1600.0,70.0,21.0,1981.0
835,1,250,3,4,4,15.0,acept,not furnished,2530.0,4000.0,1100.0,51.0,7681.0
836,0,76,3,2,1,6.0,not acept,furnished,580.0,1950.0,67.0,25.0,2622.0
838,1,197,3,3,2,8.0,acept,not furnished,4200.0,6000.0,1375.0,77.0,11650.0
841,1,62,1,2,1,2.0,acept,furnished,2061.0,11000.0,262.0,140.0,13460.0
843,1,23,1,1,0,25.0,acept,not furnished,393.0,2100.0,59.0,27.0,2579.0
847,1,156,3,2,2,10.0,acept,not furnished,2322.0,8000.0,385.0,102.0,10810.0
849,1,108,4,2,0,9.0,acept,not furnished,1013.0,5500.0,142.0,70.0,6725.0
851,1,165,3,4,3,7.0,acept,not furnished,2460.0,3500.0,617.0,45.0,6622.0
852,0,120,3,1,1,3.0,not acept,not furnished,650.0,1800.0,80.0,23.0,2553.0
854,1,132,3,2,2,8.0,acept,furnished,1650.0,4000.0,400.0,51.0,6101.0
856,1,113,2,1,1,5.0,acept,not furnished,1000.0,3000.0,50.0,39.0,4089.0
858,1,70,2,2,2,16.0,acept,not furnished,1400.0,3300.0,84.0,42.0,4826.0
859,1,91,2,3,2,5.0,not acept,not furnished,2065.0,9800.0,500.0,125.0,12490.0
863,0,256,4,5,4,8.0,acept,not furnished,3900.0,3000.0,1167.0,39.0,8106.0
865,1,72,2,2,1,9.0,acept,not furnished,626.0,1539.0,27.0,20.0,2212.0
866,1,159,2,3,1,8.0,not acept,furnished,1276.0,3230.0,49.0,41.0,4596.0
867,1,220,3,3,2,14.0,not acept,furnished,1499.0,6300.0,468.0,80.0,8347.0
871,1,171,4,5,4,4.0,acept,not furnished,1900.0,8000.0,715.0,102.0,10720.0
872,1,230,4,3,1,1.0,not acept,not furnished,2400.0,4000.0,513.0,51.0,6964.0
873,0,75,3,2,2,1.0,acept,not furnished,1250.0,1600.0,162.0,21.0,3033.0
874,1,68,2,1,1,5.0,acept,not furnished,525.0,1600.0,142.0,21.0,2288.0
876,1,100,2,2,2,6.0,acept,furnished,1700.0,6500.0,42.0,83.0,8325.0
878,0,55,2,1,1,2.0,acept,not furnished,453.0,749.0,44.0,10.0,1256.0
882,1,200,4,3,3,1.0,acept,furnished,3249.0,5800.0,843.0,74.0,9966.0
883,1,83,2,3,2,0.0,acept,not furnished,200.0,3500.0,167.0,53.0,3920.0
884,1,22,1,1,1,14.0,not acept,furnished,450.0,2000.0,84.0,26.0,2560.0
885,0,80,3,2,2,14.0,not acept,not furnished,704.0,1800.0,83.0,23.0,2610.0
886,1,100,3,2,3,0.0,acept,not furnished,430.0,4990.0,338.0,76.0,5834.0
887,1,210,3,2,1,5.0,acept,furnished,3400.0,7500.0,450.0,96.0,11450.0
889,1,64,1,2,1,15.0,acept,furnished,650.0,8900.0,154.0,64.0,9768.0
892,1,44,1,1,1,17.0,not acept,furnished,400.0,2288.0,101.0,9.0,2798.0
896,1,80,2,1,1,2.0,acept,furnished,1950.0,3100.0,209.0,40.0,5299.0
897,0,131,3,3,3,7.0,not acept,not furnished,1200.0,5800.0,355.0,74.0,7429.0
898,1,66,2,1,1,5.0,not acept,not furnished,550.0,2300.0,30.0,30.0,2910.0
901,1,293,4,3,3,5.0,acept,not furnished,3300.0,1190.0,500.0,16.0,5006.0
904,1,178,3,2,1,6.0,acept,not furnished,2800.0,3000.0,242.0,39.0,6081.0
906,1,64,2,2,1,14.0,acept,furnished,780.0,5000.0,217.0,64.0,6061.0
907,1,57,2,1,1,8.0,acept,furnished,350.0,1800.0,50.0,23.0,2223.0
908,1,240,3,1,2,8.0,acept,not furnished,2088.0,4000.0,1449.0,51.0,7588.0
909,1,140,4,4,3,5.0,acept,not furnished,1800.0,3600.0,583.0,46.0,6029.0
910,1,59,1,1,1,3.0,acept,furnished,1420.0,3900.0,280.0,50.0,5650.0
911,1,178,3,3,1,10.0,acept,not furnished,2350.0,5000.0,300.0,64.0,7714.0
913,1,65,2,1,1,3.0,acept,not furnished,300.0,1400.0,84.0,18.0,1802.0
914,1,100,2,2,1,11.0,not acept,not furnished,1083.0,1500.0,239.0,20.0,2842.0
915,1,106,2,3,2,14.0,acept,furnished,1109.0,3980.0,209.0,51.0,5349.0
919,0,64,2,1,1,10.0,acept,not furnished,540.0,820.0,122.0,11.0,1493.0
920,1,99,3,2,1,3.0,acept,not furnished,390.0,2500.0,90.0,32.0,3012.0
921,1,30,1,1,1,14.0,acept,not furnished,457.0,2800.0,72.0,36.0,3365.0
922,1,100,2,2,1,15.0,not acept,not furnished,1500.0,7600.0,259.0,97.0,9456.0
924,1,125,3,2,2,4.0,acept,furnished,2000.0,4000.0,334.0,51.0,6385.0
927,0,55,2,1,1,1.0,acept,not furnished,350.0,1397.0,80.0,18.0,1845.0
929,1,220,4,3,4,4.0,acept,not furnished,3200.0,11000.0,1000.0,140.0,15340.0
930,1,30,1,1,0,9.0,acept,not furnished,370.0,1000.0,14.0,13.0,1397.0
932,1,109,3,2,2,13.0,acept,not furnished,1156.0,6500.0,319.0,83.0,8058.0
936,0,42,1,1,1,16.0,not acept,not furnished,472.0,2000.0,75.0,26.0,2573.0
944,1,210,3,3,3,17.0,acept,not furnished,2300.0,7000.0,717.0,89.0,10110.0
945,1,96,3,3,2,5.0,acept,not furnished,855.0,3700.0,486.0,47.0,5088.0
946,1,46,1,1,1,12.0,not acept,furnished,1445.0,5000.0,298.0,64.0,6807.0
947,1,68,2,2,2,13.0,not acept,furnished,800.0,4000.0,132.0,51.0,4983.0
948,1,135,2,3,1,19.0,not acept,furnished,2745.0,8000.0,650.0,102.0,11500.0
949,1,235,3,4,4,2.0,acept,furnished,1950.0,15000.0,1150.0,191.0,18290.0
950,1,190,4,5,3,10.0,acept,not furnished,3200.0,4000.0,417.0,51.0,7668.0
952,1,35,1,1,1,16.0,acept,furnished,572.0,4900.0,70.0,63.0,5605.0
953,1,40,1,1,2,5.0,acept,not furnished,915.0,1559.0,169.0,20.0,2663.0
954,1,245,3,3,1,18.0,acept,furnished,1904.0,12000.0,486.0,153.0,14540.0
956,1,49,1,1,1,5.0,acept,not furnished,284.0,2600.0,134.0,33.0,3051.0
958,0,60,2,1,1,16.0,not acept,not furnished,300.0,1400.0,60.0,18.0,1778.0
959,1,190,3,4,3,14.0,acept,furnished,1700.0,2740.0,900.0,35.0,5375.0
960,1,95,3,2,2,16.0,not acept,not furnished,900.0,3150.0,121.0,40.0,4211.0
963,1,230,3,4,2,12.0,acept,furnished,2662.0,5900.0,680.0,75.0,9317.0
964,1,168,3,3,3,3.0,acept,not furnished,1605.0,2700.0,322.0,35.0,4662.0
965,1,132,3,1,2,7.0,not acept,furnished,920.0,8000.0,400.0,102.0,9422.0
967,1,25,1,1,0,12.0,acept,not furnished,318.0,2100.0,41.0,27.0,2486.0
968,1,48,1,1,1,6.0,acept,not furnished,500.0,2200.0,35.0,28.0,2763.0
969,1,98,2,2,1,13.0,acept,not furnished,1055.0,2166.0,384.0,28.0,3633.0
970,0,226,4,2,2,10.0,acept,not furnished,1850.0,2780.0,403.0,36.0,5069.0
972,1,55,1,1,1,7.0,acept,not furnished,594.0,2050.0,50.0,26.0,2720.0
973,1,31,1,1,0,6.0,acept,not furnished,200.0,2614.0,84.0,34.0,2932.0
976,1,234,3,4,3,13.0,acept,not furnished,2400.0,7000.0,84.0,89.0,9573.0
977,1,188,1,3,2,10.0,not acept,not furnished,1180.0,8000.0,550.0,102.0,9832.0
978,1,198,4,5,4,17.0,acept,not furnished,1493.0,4000.0,926.0,51.0,6470.0
979,0,57,1,1,1,2.0,acept,not furnished,690.0,2600.0,131.0,33.0,3454.0
983,1,100,3,3,2,2.0,not acept,furnished,1500.0,1490.0,105.0,19.0,3114.0
984,1,167,3,3,2,7.0,acept,not furnished,1315.0,5500.0,292.0,70.0,7177.0
986,1,55,1,2,1,18.0,acept,furnished,2270.0,5500.0,18.0,70.0,7858.0
987,1,56,2,1,1,6.0,acept,furnished,479.0,3190.0,144.0,41.0,3854.0
988,1,72,2,1,1,2.0,not acept,furnished,325.0,1650.0,60.0,21.0,2056.0
990,1,190,3,3,3,6.0,acept,furnished,2800.0,4500.0,834.0,58.0,8192.0
993,0,45,1,1,0,3.0,acept,not furnished,412.0,900.0,66.0,12.0,1390.0
994,1,185,3,2,2,11.0,acept,not furnished,2000.0,11500.0,417.0,146.0,14060.0
996,1,240,4,3,3,6.0,acept,not furnished,2850.0,12000.0,700.0,153.0,15700.0
1000,1,140,3,1,2,0.0,not acept,not furnished,140.0,6000.0,273.0,91.0,6504.0
1003,0,100,3,2,0,2.0,not acept,not furnished,815.0,808.0,81.0,11.0,1715.0
1004,0,65,2,1,1,1.0,not acept,not furnished,267.0,1000.0,34.0,13.0,1314.0
1005,1,70,3,2,1,3.0,acept,not furnished,758.0,2000.0,109.0,26.0,2893.0
1007,1,292,4,3,3,8.0,acept,furnished,2700.0,11480.0,709.0,146.0,15030.0
1009,1,130,3,2,1,7.0,not acept,not furnished,1900.0,6900.0,260.0,88.0,9148.0
1012,1,380,3,5,1,10.0,not acept,not furnished,3000.0,15000.0,267.0,191.0,18460.0
1013,1,100,2,2,2,10.0,acept,not furnished,930.0,2600.0,21.0,33.0,3584.0
1015,0,55,2,1,1,0.0,acept,not furnished,480.0,750.0,66.0,10.0,1306.0
1016,1,98,2,2,1,0.0,not acept,not furnished,1300.0,2990.0,250.0,38.0,4578.0
1017,1,159,3,3,1,6.0,acept,not furnished,1800.0,3000.0,292.0,39.0,5131.0
1018,1,210,3,5,4,6.0,acept,furnished,3301.0,11900.0,960.0,151.0,16310.0
1019,0,60,2,1,1,3.0,acept,not furnished,345.0,880.0,16.0,12.0,1253.0
1021,1,128,3,2,2,1.0,acept,not furnished,1630.0,3000.0,597.0,39.0,5266.0
1022,1,83,2,1,1,1.0,acept,not furnished,620.0,1147.0,238.0,15.0,2020.0
1023,1,50,1,1,1,6.0,not acept,furnished,1450.0,2500.0,342.0,32.0,4324.0
1025,0,52,3,1,1,1.0,acept,furnished,288.0,1200.0,63.0,16.0,1567.0
1026,1,40,1,1,1,9.0,acept,furnished,1800.0,4800.0,350.0,61.0,7011.0
1029,1,365,3,5,2,5.0,acept,furnished,1950.0,8500.0,899.0,108.0,11460.0
1031,1,25,1,1,1,25.0,acept,not furnished,331.0,2100.0,64.0,27.0,2522.0
1032,0,85,3,2,2,9.0,acept,furnished,510.0,3000.0,165.0,39.0,3714.0
1035,1,53,2,1,1,7.0,not acept,not furnished,600.0,1200.0,60.0,16.0,1876.0
1037,1,85,3,2,1,4.0,acept,not furnished,1300.0,3100.0,125.0,40.0,4565.0
1038,0,45,2,1,1,3.0,acept,not furnished,312.0,850.0,25.0,11.0,1198.0
1040,1,92,2,2,1,6.0,not acept,not furnished,1590.0,2490.0,158.0,32.0,4270.0
1043,1,150,3,5,2,14.0,acept,not furnished,1423.0,3102.0,452.0,40.0,5017.0
1045,1,70,2,2,1,6.0,acept,not furnished,450.0,3500.0,150.0,45.0,4145.0
1046,1,350,3,5,4,13.0,acept,not furnished,4000.0,3760.0,1750.0,48.0,9558.0
1047,1,20,1,1,0,5.0,acept,furnished,602.0,1800.0,130.0,23.0,2555.0
1048,1,316,4,6,4,18.0,acept,furnished,4767.0,8000.0,1963.0,102.0,14830.0
1052,0,402,4,5,2,0.0,not acept,not furnished,730.0,4800.0,459.0,73.0,6062.0
1055,0,54,2,1,1,10.0,acept,not furnished,320.0,1500.0,23.0,20.0,1863.0
1058,0,65,2,1,1,3.0,acept,not furnished,420.0,1250.0,53.0,16.0,1739.0
1059,0,81,3,2,2,3.0,acept,not furnished,780.0,2230.0,128.0,29.0,3167.0
